--Move Updates--
Made Swords Dance have 20 PP
Made Vine Whip have 45 power and 25 PP
Made Pin Missile have 25 power and 95% accuracy
Made Flamethrower have 90 power
Made Hydro Pump have 110 power
Made Surf have 90 power
Made Ice Beam have 90 power
Made Blizzard have 110 power
Made Growth have 20 PP
Made Thunderbolt have 90 power
Made Thunder have 110 power
Made Minimize have 10 PP
Made Barrier have 20 PP
Made Lick have 30 power
Made Smog have 30 power
Made Fire Blast have 110 power
Made Skull Bash have 130 power and 10 PP
Made Glare have 100% accuracy
Made Poison Gas have 90% accuracy
Made Bubble have 40 power
Made Psywave have 100% accuracy
Made Acid Armor have 20 PP
Made Crabhammer have 100 power
Made Thief have 60 power and 25 PP
Made Snore have 50 power
Made Fury Cutter have 40 power
Made Future Sight have 120 power
Made Heat Wave have 95 power
Made Will-O-Wisp have 85% accuracy
Made SmellingSalt have 70 power
Made Knock Off have 65 power
Made Meteor Mash have 90 power and 90% accuracy
Made Air Cutter have 60 power
Made Overheat have 130 power
Made Rock Tomb have 60 power, 15 PP and 95% accuracy
Made Extrasensory have 20 PP
Made Muddy Water have 90 power
Made Covet have 25 PP
Made Wake-Up Slap have 70 power
Made Tailwind have 15 PP
Made Assurance have 60 power
Made Psycho Shift have 100% accuracy
Made Aura Sphere have 80 power
Made Air Slash have 15 PP
Made Dragon Pulse have 85 power
Made Power Gem have 80 power
Made Energy Ball have 90 power
Made Draco Meteor have 130 power
Made Leaf Storm have 130 power
Made Gunk Shot have 80% accuracy
Made Chatter have 65 power
Made Magma Storm have 100 power
Made Storm Throw have 60 power
Made Synchronoise have 120 power
Made Low Sweep have 65 power
Made Hex have 65 power
Made Incinerate have 60 power
Made Water Pledge have 80 power
Made Fire Pledge have 80 power
Made Grass Pledge have 80 power
Made Struggle Bug have 50 power
Made Frost Breath have 45 power
Made Sacred Sword have 15 PP
Made Hurricane have 110 power
Made Techno Blast have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
Set #260 - Rock Peak Chamber Grass/Cave (rate=7) - Servine Lv54, Eelektross Lv54, Marshtomp Lv55, Baltoy Lv54, Kadabra Lv55, Luxio Lv55, Bibarel Lv57, Staravia Lv57, Plusle Lv56, Grovyle Lv57, Kabuto Lv56, Fraxure Lv57
Set #261 - Rock Peak Chamber Shaking Spots (rate=1) - Raichu Lv54, Dragonair Lv54, Houndoom Lv55, Torkoal Lv55, Simisage Lv56, Samurott Lv56, Xatu Lv57, Excadrill Lv57, Emboar Lv57, Lumineon Lv57, Gothitelle Lv57, Electrode Lv57
Set #262 - Iceberg Chamber Grass/Cave (rate=7) - Castform Lv54, Houndoom Lv54, Bayleef Lv55, Karrablast Lv54, Sudowoodo Lv55, Croconaw Lv55, Chansey Lv57, Wailmer Lv57, Poliwhirl Lv56, Duosion Lv57, Butterfree Lv56, Dewott Lv57
Set #263 - Iceberg Chamber Shaking Spots (rate=1) - Feraligatr Lv54, Wartortle Lv54, Weavile Lv55, Alomomola Lv55, Sharpedo Lv56, Ludicolo Lv56, Starmie Lv57, Scizor Lv57, Alakazam Lv57, Excadrill Lv57, Magneton Lv57, Drifblim Lv57
Set #264 - Iron Chamber Grass/Cave (rate=7) - Medicham Lv54, Crustle Lv54, Combusken Lv55, Glameow Lv54, Pignite Lv55, Sealeo Lv55, Venomoth Lv57, Chatot Lv57, Kricketune Lv56, Ponyta Lv57, Chatot Lv56, Yanma Lv57
Set #265 - Iron Chamber Shaking Spots (rate=1) - Heatmor Lv54, Raticate Lv54, Lopunny Lv55, Charizard Lv55, Blissey Lv56, Luxray Lv56, Basculin Lv57, Druddigon Lv57, Amoonguss Lv57, Porygon-Z Lv57, Crawdaunt Lv57, Simisage Lv57
Set #266 - Seaside Cave Grass/Cave (rate=7) - Shuppet Lv34, Rapidash Lv34, Exeggcute Lv35, Plusle Lv35, Doduo Lv35, Magmortar Lv35, Bagon Lv37, Mothim Lv37, Rhyperior Lv36, Snorunt Lv36, Machamp Lv36, Psyduck Lv36
Set #267 - Seaside Cave Shaking Spots (rate=1) - Torkoal Lv34, Exploud Lv34, Mantine Lv35, Samurott Lv35, Miltank Lv36, Krookodile Lv36, Conkeldurr Lv37, Crawdaunt Lv37, Raichu Lv37, Alakazam Lv37, Zoroark Lv37, Hypno Lv37
Set #268 - Seaside Cave Surfing (rate=10) - Smoochum Lvs 25-40, Drifloon Lvs 25-40, Cubone Lvs 30-40, Cacnea Lvs 30-40, Snivy Lvs 30-40
Set #269 - Seaside Cave Surfing Spots (rate=1) - Squirtle Lvs 25-40, Basculin Lvs 25-40, Abomasnow Lvs 30-40, Golurk Lvs 30-40, Slowbro Lvs 30-40
Set #270 - Seaside Cave Fishing (rate=50) - Krabby Lvs 40-60, Slowpoke Lvs 40-60, Whirlipede Lvs 50-70, Aipom Lvs 50-70, Yamask Lvs 50-70
Set #271 - Seaside Cave Fishing Spots (rate=1) - Clefairy Lvs 40-60, Sewaddle Lvs 40-60, Trapinch Lvs 50-70, Phione Lvs 50-70, Muk Lvs 50-70
Set #272 - Seaside Cave Grass/Cave (rate=7) - Skiploom Lv39, Tirtouga Lv39, Umbreon Lv40, Kadabra Lv40, Vibrava Lv40, Galvantula Lv40, Medicham Lv42, Marshtomp Lv42, Shiftry Lv41, Trubbish Lv41, Donphan Lv41, Mankey Lv41
Set #273 - Seaside Cave Shaking Spots (rate=1) - Roserade Lv39, Slowking Lv39, Stoutland Lv40, Simipour Lv40, Xatu Lv41, Hariyama Lv41, Bouffalant Lv42, Dodrio Lv42, Blaziken Lv42, Claydol Lv42, Kangaskhan Lv42, Mienshao Lv42
Set #274 - Nature Preserve Grass/Cave (rate=1) - Pansear Lv56, Seviper Lv56, Spoink Lv57, Espeon Lv57, Persian Lv58, Spiritomb Lv58, Raticate Lv57, Linoone Lv59, Archen Lv59, Togetic Lv57, Gurdurr Lv59, Lairon Lv59
Set #275 - Nature Preserve Doubles Grass (rate=3) - Pikachu Lv64, Venomoth Lv64, Luvdisc Lv65, Kangaskhan Lv65, Mightyena Lv66, Reuniclus Lv66, Gloom Lv65, Primeape Lv67, Archen Lv67, Pupitar Lv65, Sealeo Lv67, Bibarel Lv67
Set #276 - Nature Preserve Shaking Spots (rate=1) - Venomoth Lv56, Pignite Lv56, Alomomola Lv57, Eelektrik Lv57, Zangoose Lv58, Forretress Lv58, Fraxure Lv59, Forretress Lv59, Torterra Lv59, Purugly Lv59, Persian Lv59, Marowak Lv59
Set #277 - Nature Preserve Surfing (rate=10) - Xatu Lvs 45-60, Deino Lvs 45-60, Whimsicott Lvs 50-60, Claydol Lvs 50-60, Alakazam Lvs 50-60
Set #278 - Nature Preserve Surfing Spots (rate=1) - Poliwag Lvs 45-60, Lopunny Lvs 45-60, Victreebel Lvs 50-60, Flygon Lvs 50-60, Galvantula Lvs 50-60
Set #279 - Nature Preserve Fishing (rate=50) - Weedle Lvs 40-60, Drapion Lvs 40-60, Seedot Lvs 50-70, Poochyena Lvs 50-70, Feebas Lvs 1-100
Set #280 - Nature Preserve Fishing Spots (rate=1) - Seedot Lvs 40-60, Swalot Lvs 40-60, Gengar Lvs 50-70, Thundurus Lvs 50-70, Rhyperior Lvs 1-100
Set #281 - Driftveil Drawbridge Shaking Spots (rate=1) - Stunky Lv23, Larvitar Lv23, Bulbasaur Lv24, Swablu Lv24, Slakoth Lv25, Psyduck Lv25, Drowzee Lv26, Pansage Lv25, Charmander Lv26, Houndour Lv26, Tynamo Lv26, Tepig Lv26
Set #282 - Village Bridge Grass/Cave (rate=1) - Exploud Lv36, Nidoran♀ Lv36, Jellicent Lv37, Masquerain Lv37, Dodrio Lv37, Patrat Lv37, Porygon2 Lv38, Litwick Lv38, Cryogonal Lv39, Simisear Lv39, Primeape Lv39, Altaria Lv39
Set #283 - Village Bridge Doubles Grass (rate=3) - Starmie Lv40, Zubat Lv40, Scizor Lv41, Venomoth Lv41, Carracosta Lv41, Zigzagoon Lv41, Magmar Lv42, Slugma Lv42, Mothim Lv43, Hariyama Lv43, Scizor Lv43, Furret Lv43
Set #284 - Village Bridge Shaking Spots (rate=1) - Pupitar Lv36, Sunflora Lv36, Marowak Lv37, Palpitoad Lv37, Scolipede Lv38, Huntail Lv38, Unfezant Lv39, Magcargo Lv39, Eelektrik Lv39, Fraxure Lv39, Togetic Lv39, Dodrio Lv39
Set #285 - Village Bridge Surfing (rate=10) - Granbull Lvs 25-40, Surskit Lvs 25-40, Stoutland Lvs 30-40, Marowak Lvs 30-40, Scrafty Lvs 30-40
Set #286 - Village Bridge Surfing Spots (rate=1) - Spinarak Lvs 25-40, Reuniclus Lvs 25-40, Gloom Lvs 30-40, Mesprit Lvs 30-40, Dusknoir Lvs 30-40
Set #287 - Village Bridge Fishing (rate=50) - Sandile Lvs 40-60, Swanna Lvs 40-60, Teddiursa Lvs 50-70, Beldum Lvs 50-70, Yamask Lvs 50-70
Set #288 - Village Bridge Fishing Spots (rate=1) - Charmander Lvs 40-60, Watchog Lvs 40-60, Fearow Lvs 50-70, Mismagius Lvs 50-70, Cradily Lvs 50-70
Set #289 - Marvelous Bridge Shaking Spots (rate=1) - Unfezant Lv54, Cinccino Lv54, Electabuzz Lv55, Toxicroak Lv55, Swalot Lv56, Conkeldurr Lv56, Donphan Lv57, Sigilyph Lv57, Breloom Lv57, Heatmor Lv57, Eelektross Lv57, Sharpedo Lv57
Set #290 - Route 1 Grass/Cave (rate=1) - Kecleon Lv56, Shieldon Lv56, Pidgey Lv57, Tirtouga Lv57, Gurdurr Lv58, Kabuto Lv58, Mightyena Lv59, Staryu Lv59, Dusclops Lv59, Vullaby Lv59, Sableye Lv59, Skiploom Lv59
Set #291 - Route 1 Doubles Grass (rate=3) - Servine Lv64, Magby Lv64, Swinub Lv65, Dugtrio Lv65, Medicham Lv66, Galvantula Lv66, Machoke Lv67, Lileep Lv67, Medicham Lv67, Mantyke Lv67, Prinplup Lv67, Relicanth Lv67
Set #292 - Route 1 Shaking Spots (rate=1) - Torkoal Lv56, Spiritomb Lv56, Relicanth Lv57, Mightyena Lv57, Hitmonchan Lv58, Magneton Lv58, Azumarill Lv59, Murkrow Lv59, Amoonguss Lv59, Skarmory Lv59, Simisage Lv59, Swellow Lv59
Set #293 - Route 1 Surfing (rate=10) - Sandslash Lvs 45-60, Magneton Lvs 45-60, Zebstrika Lvs 50-60, Scrafty Lvs 50-60, Whimsicott Lvs 50-60
Set #294 - Route 1 Surfing Spots (rate=1) - Ursaring Lvs 45-60, Reuniclus Lvs 45-60, Rampardos Lvs 50-60, Forretress Lvs 50-60, Golbat Lvs 50-60
Set #295 - Route 1 Fishing (rate=50) - Chimecho Lvs 40-60, Golem Lvs 40-60, Bronzong Lvs 50-70, Sunkern Lvs 50-70, Pichu Lvs 50-70
Set #296 - Route 1 Fishing Spots (rate=1) - Lotad Lvs 40-60, Jumpluff Lvs 40-60, Lotad Lvs 50-70, Bouffalant Lvs 50-70, Zebstrika Lvs 50-70
Set #297 - Route 2 Grass/Cave (rate=1) - Minun Lv56, Lampent Lv56, Cottonee Lv57, Ledian Lv58, Audino Lv57, Skarmory Lv58, Grotle Lv59, Pidgeotto Lv59, Dusclops Lv59, Parasect Lv59, Maractus Lv59, Elekid Lv59
Set #298 - Route 2 Shaking Spots (rate=1) - Pachirisu Lv56, Magcargo Lv56, Cinccino Lv57, Chatot Lv57, Dunsparce Lv58, Pachirisu Lv58, Vigoroth Lv59, Lopunny Lv59, Victreebel Lv59, Forretress Lv59, Walrein Lv59, Gastrodon Lv59
Set #299 - Route 3 Grass/Cave (rate=1) - Swellow Lv55, Hippopotas Lv55, Rapidash Lv56, Mothim Lv56, Elgyem Lv57, Tynamo Lv57, Kingdra Lv58, Aipom Lv57, Porygon-Z Lv58, Lombre Lv57, Lucario Lv58, Houndour Lv57
Set #300 - Route 3 Doubles Grass (rate=3) - Porygon Lv63, Nidorino Lv63, Eelektross Lv64, Corsola Lv64, Prinplup Lv65, Vulpix Lv65, Tropius Lv66, Nidorina Lv65, Golurk Lv66, Magnemite Lv65, Blissey Lv66, Trubbish Lv65
Set #301 - Route 3 Shaking Spots (rate=1) - Raichu Lv55, Torkoal Lv55, Seaking Lv56, Staraptor Lv56, Purugly Lv57, Shiftry Lv57, Scolipede Lv58, Slowbro Lv58, Venomoth Lv58, Torterra Lv58, Purugly Lv58, Golem Lv58
Set #302 - Route 3 Surfing (rate=10) - Lairon Lvs 45-60, Chingling Lvs 45-60, Sandslash Lvs 50-60, Scrafty Lvs 50-60, Girafarig Lvs 50-60
Set #303 - Route 3 Surfing Spots (rate=1) - Bonsly Lvs 45-60, Phione Lvs 45-60, Bastiodon Lvs 50-60, Lilligant Lvs 50-60, Beheeyem Lvs 50-60
Set #304 - Route 3 Fishing (rate=50) - Staryu Lvs 40-60, Skarmory Lvs 40-60, Ferroseed Lvs 50-70, Sandshrew Lvs 50-70, Vibrava Lvs 50-70
Set #305 - Route 3 Fishing Spots (rate=1) - Unown Lvs 40-60, Leavanny Lvs 40-60, Lopunny Lvs 50-70, Huntail Lvs 50-70, Lopunny Lvs 50-70
Set #306 - Wellspring Cave Grass/Cave (rate=7) - Wailmer Lv55, Meowth Lv55, Whirlipede Lv56, Chimchar Lv56, Kadabra Lv57, Remoraid Lv57, Bayleef Lv58, Staryu Lv58, Marowak Lv58, Bellsprout Lv58, Gothorita Lv58, Venonat Lv58
Set #307 - Wellspring Cave Shaking Spots (rate=1) - Simipour Lv55, Sharpedo Lv55, Absol Lv56, Roserade Lv56, Lumineon Lv57, Heatmor Lv57, Darmanitan Lv58, Mandibuzz Lv58, Manectric Lv58, Crobat Lv58, Bronzong Lv58, Ampharos Lv58
Set #308 - Wellspring Cave Surfing (rate=10) - Shelgon Lvs 45-60, Quagsire Lvs 45-60, Stoutland Lvs 50-60, Sneasel Lvs 50-60, Galvantula Lvs 50-60
Set #309 - Wellspring Cave Surfing Spots (rate=1) - Zweilous Lvs 45-60, Machamp Lvs 45-60, Magmar Lvs 50-60, Banette Lvs 50-60, Froslass Lvs 50-60
Set #310 - Wellspring Cave Fishing (rate=50) - Bulbasaur Lvs 50-60, Clefable Lvs 50-60, Litwick Lvs 60-70, Pikachu Lvs 60-70, Joltik Lvs 60-70
Set #311 - Wellspring Cave Fishing Spots (rate=1) - Magcargo Lvs 50-60, Swoobat Lvs 50-60, Luxio Lv60, Samurott Lv60, Cradily Lv60
Set #312 - Wellspring Cave Grass/Cave (rate=7) - Furret Lv55, Pikachu Lv55, Beedrill Lv56, Machop Lv56, Tranquill Lv57, Mankey Lv57, Metang Lv58, Carvanha Lv58, Gothorita Lv58, Pansage Lv58, Swoobat Lv58, Axew Lv58
Set #313 - Wellspring Cave Shaking Spots (rate=1) - Typhlosion Lv55, Pinsir Lv55, Ferrothorn Lv56, Vileplume Lv56, Exeggutor Lv57, Bisharp Lv57, Durant Lv58, Gigalith Lv58, Electabuzz Lv58, Cinccino Lv58, Krookodile Lv58, Garbodor Lv58
Set #314 - Wellspring Cave Surfing (rate=10) - Darmanitan Lvs 45-60, Venomoth Lvs 45-60, Tangela Lvs 50-60, Crustle Lvs 50-60, Whiscash Lvs 50-60
Set #315 - Wellspring Cave Surfing Spots (rate=1) - Zweilous Lvs 45-60, Froslass Lvs 45-60, Magneton Lvs 50-60, Donphan Lvs 50-60, Castform Lvs 50-60
Set #316 - Wellspring Cave Fishing (rate=50) - Dwebble Lvs 50-60, Chansey Lvs 50-60, Horsea Lvs 60-70, Tepig Lvs 60-70, Chikorita Lvs 60-70
Set #317 - Wellspring Cave Fishing Spots (rate=1) - Vanillish Lvs 50-60, Mantine Lvs 50-60, Raticate Lv60, Floatzel Lv60, Magmar Lv60
Set #318 - Route 4 Grass/Cave (rate=9) - Machop Lv14, Exeggcute Lv14, Panpour Lv15, Pineco Lv15, Cubone Lv15, Anorith Lv14, Aipom Lv17, Psyduck Lv17, Darumaka Lv16, Shelmet Lv16, Minccino Lv17, Mime Jr. Lv17
Set #319 - Route 4 Surfing (rate=10) - Clamperl Lvs 5-15, Omanyte Lvs 5-15, Teddiursa Lvs 5-15, Turtwig Lvs 5-15, Hippopotas Lvs 5-15
Set #320 - Route 4 Surfing Spots (rate=1) - Froslass Lvs 5-20, Huntail Lvs 5-20, Simipour Lvs 5-20, Carnivine Lvs 5-20, Nidoqueen Lvs 5-20
Set #321 - Route 4 Fishing (rate=50) - Teddiursa Lvs 40-60, Grimer Lvs 40-60, Minccino Lvs 50-70, Sawk Lvs 50-70, Tangela Lvs 50-70
Set #322 - Route 4 Fishing Spots (rate=1) - Stunfisk Lvs 40-60, Castform Lvs 40-60, Victreebel Lvs 50-70, Poliwrath Lvs 50-70, Persian Lvs 50-70
Set #323 - Route 4 Grass/Cave (rate=9) - Tepig Lv14, Shellder Lv14, Shedinja Lv15, Oddish Lv15, Glameow Lv15, Vibrava Lv14, Clamperl Lv17, Larvesta Lv17, Larvitar Lv16, Snover Lv16, Cottonee Lv17, Oddish Lv17
Set #324 - Route 4 Surfing (rate=10) - Swablu Lvs 5-15, Unown Lvs 5-15, Luxio Lvs 5-15, Ducklett Lvs 5-15, Elekid Lvs 5-15
Set #325 - Route 4 Surfing Spots (rate=1) - Drapion Lvs 5-20, Miltank Lvs 5-20, Poliwrath Lvs 5-20, Breloom Lvs 5-20, Raichu Lvs 5-20
Set #326 - Route 4 Fishing (rate=50) - Geodude Lvs 40-60, Exeggcute Lvs 40-60, Minccino Lvs 50-70, Zangoose Lvs 50-70, Primeape Lvs 50-70
Set #327 - Route 4 Fishing Spots (rate=1) - Ursaring Lvs 40-60, Dewott Lvs 40-60, Spiritomb Lvs 50-70, Donphan Lvs 50-70, Excadrill Lvs 50-70
Set #328 - Route 5 Grass/Cave (rate=1) - Minccino Lv21, Dwebble Lv21, Abra Lv21, Pawniard Lv23, Basculin Lv22, Pupitar Lv24, Buizel Lv22, Mime Jr. Lv22, Stunky Lv23, Gothita Lv23, Cherubi Lv24, Wingull Lv24
Set #329 - Route 5 Doubles Grass (rate=3) - Snubbull Lv23, Drilbur Lv23, Panpour Lv23, Houndour Lv25, Unfezant Lv24, Kingler Lv26, Solosis Lv24, Darumaka Lv24, Grimer Lv25, Budew Lv25, Shroomish Lv26, Nidoran♀ Lv26
Set #330 - Route 5 Shaking Spots (rate=1) - Plusle Lv21, Glalie Lv21, Swalot Lv22, Sealeo Lv22, Dragonair Lv23, Electrode Lv23, Carnivine Lv24, Gorebyss Lv24, Tauros Lv24, Quagsire Lv24, Gastrodon Lv24, Mightyena Lv24
Set #331 - Route 6 Grass/Cave (rate=1) - Doduo Lv23, Voltorb Lv23, Tirtouga Lv26, Slowpoke Lv26, Anorith Lv25, Beautifly Lv26, Bidoof Lv25, Aron Lv23, Magby Lv26, Beldum Lv26, Drilbur Lv26, Gible Lv26
Set #332 - Route 6 Doubles Grass (rate=3) - Larvesta Lv26, Cacnea Lv26, Yanma Lv29, Snubbull Lv29, Doduo Lv28, Monferno Lv29, Hoppip Lv28, Klink Lv26, Munchlax Lv29, Doduo Lv29, Nidorina Lv29, Axew Lv29
Set #333 - Route 6 Shaking Spots (rate=1) - Monferno Lv23, Zangoose Lv24, Kadabra Lv24, Qwilfish Lv25, Dugtrio Lv25, Grovyle Lv25, Boldore Lv26, Lanturn Lv26, Drifblim Lv26, Shuckle Lv26, Scizor Lv26, Seaking Lv26
Set #334 - Route 6 Surfing (rate=10) - Wormadam Lvs 10-25, Lillipup Lvs 10-25, Octillery Lvs 10-25, Houndoom Lvs 10-25, Jumpluff Lvs 10-25
Set #335 - Route 6 Surfing Spots (rate=1) - Shinx Lvs 10-30, Seaking Lvs 10-30, Darmanitan Lvs 10-30, Hitmontop Lvs 10-30, Gligar Lvs 10-30
Set #336 - Route 6 Fishing (rate=50) - Cottonee Lvs 40-60, Alakazam Lvs 40-60, Pineco Lvs 50-70, Charmander Lvs 50-70, Bagon Lvs 50-70
Set #337 - Route 6 Fishing Spots (rate=1) - Pidgeotto Lvs 40-60, Zebstrika Lvs 40-60, Boldore Lvs 50-70, Conkeldurr Lvs 50-70, Shiftry Lvs 50-70
Set #338 - Mistralton Cave Grass/Cave (rate=7) - Bayleef Lv27, Drilbur Lv27, Castform Lv28, Foongus Lv28, Torchic Lv29, Deerling Lv29, Chikorita Lv30, Shellos Lv30, Rhyhorn Lv30, Carvanha Lv30, Rufflet Lv30, Buizel Lv30
Set #339 - Mistralton Cave Shaking Spots (rate=1) - Trubbish Lv27, Koffing Lv27, Snubbull Lv28, Sandshrew Lv28, Sandshrew Lv29, Snivy Lv29, Teddiursa Lv30, Aron Lv30, Mienfoo Lv30, Omanyte Lv30, Glameow Lv30, Larvitar Lv30
Set #340 - Mistralton Cave Grass/Cave (rate=7) - Delcatty Lv27, Remoraid Lv27, Volbeat Lv28, Numel Lv28, Geodude Lv29, Dwebble Lv29, Golett Lv30, Skorupi Lv30, Krabby Lv30, Teddiursa Lv30, Sewaddle Lv30, Munna Lv30
Set #341 - Mistralton Cave Shaking Spots (rate=1) - Buneary Lv27, Staravia Lv27, Omanyte Lv28, Magnemite Lv28, Rhyhorn Lv29, Larvitar Lv29, Aipom Lv30, Mantyke Lv30, Pidgeotto Lv30, Luvdisc Lv30, Natu Lv30, Staravia Lv30
Set #342 - Guidance Chamber Grass/Cave (rate=7) - Tranquill Lv27, Dwebble Lv27, Aipom Lv28, Pineco Lv28, Vibrava Lv29, Ekans Lv29, Swablu Lv30, Sandshrew Lv30, Spoink Lv30, Tepig Lv30, Goldeen Lv30, Voltorb Lv30
Set #343 - Guidance Chamber Shaking Spots (rate=1) - Dwebble Lv27, Spinda Lv27, Staravia Lv28, Remoraid Lv28, Unown Lv29, Machop Lv29, Natu Lv30, Carvanha Lv30, Slowpoke Lv30, Kabuto Lv30, Remoraid Lv30, Darumaka Lv30
Set #344 - Route 7 Grass/Cave (rate=5) - Zorua Lv30, Nidorino Lv30, Magcargo Lv31, Exploud Lv31, Frillish Lv32, Pinsir Lv33, Abomasnow Lv32, Grumpig Lv32, Wobbuffet Lv33, Machop Lv33, Archen Lv33, Woobat Lv33
Set #345 - Route 7 Doubles Grass (rate=6) - Corsola Lv33, Oshawott Lv33, Carnivine Lv34, Klinklang Lv34, Buizel Lv35, Xatu Lv36, Arbok Lv35, Gengar Lv35, Carnivine Lv36, Woobat Lv36, Pignite Lv36, Gulpin Lv36
Set #346 - Route 7 Shaking Spots (rate=1) - Dusclops Lv30, Granbull Lv30, Seviper Lv31, Quagsire Lv31, Amoonguss Lv32, Xatu Lv32, Qwilfish Lv33, Darmanitan Lv33, Rhydon Lv33, Infernape Lv33, Sharpedo Lv33, Drapion Lv33
Set #347 - Celestial Tower Grass/Cave (rate=7) - Shuppet Lv27, Deino Lv27, Paras Lv28, Pidgey Lv28, Slakoth Lv29, Tynamo Lv29, Diglett Lv30, Ekans Lv30, Ledyba Lv30, Ekans Lv30, Riolu Lv30, Rattata Lv30
Set #348 - Celestial Tower Grass/Cave (rate=7) - Electrike Lv28, Gothita Lv28, Wingull Lv29, Shroomish Lv29, Snubbull Lv30, Joltik Lv30, Tynamo Lv31, Seviper Lv31, Kirlia Lv31, Shieldon Lv31, Kirlia Lv31, Kabuto Lv31
Set #349 - Celestial Tower Grass/Cave (rate=7) - Venipede Lv29, Vulpix Lv29, Blitzle Lv30, Trubbish Lv30, Rattata Lv31, Clamperl Lv31, Castform Lv32, Pinsir Lv32, Beldum Lv32, Darumaka Lv32, Surskit Lv32, Rhyhorn Lv32
Set #350 - Celestial Tower Grass/Cave (rate=7) - Deino Lv30, Chikorita Lv30, Nidoran♂ Lv31, Turtwig Lv31, Scolipede Lv33, Fraxure Lv33, Venipede Lv32, Pidgeotto Lv32, Cottonee Lv33, Swablu Lv33, Swinub Lv33, Mienfoo Lv33
Set #351 - Route 8 Grass/Cave (rate=12) - Scraggy Lv54, Sewaddle Lv54, Poliwhirl Lv55, Sandile Lv55, Manectric Lv55, Leavanny Lv56, Gothorita Lv56, Duskull Lv56, Butterfree Lv57, Shelmet Lv57, Pupitar Lv57, Chikorita Lv57
Set #352 - Route 8 Surfing (rate=10) - Xatu Lvs 45-60, Grovyle Lvs 45-60, Honchkrow Lv60, Heracross Lv60, Miltank Lv60
Set #353 - Route 8 Surfing Spots (rate=1) - Bisharp Lvs 45-60, Roselia Lvs 45-60, Octillery Lv60, Reuniclus Lv60, Vileplume Lv60
Set #354 - Route 8 Fishing (rate=50) - Cyndaquil Lvs 45-60, Whiscash Lvs 45-60, Shroomish Lv60, Hoothoot Lv60, Sewaddle Lv60
Set #355 - Route 8 Fishing Spots (rate=1) - Golett Lvs 45-60, Clefable Lvs 45-60, Marowak Lv60, Kangaskhan Lv60, Ursaring Lv60
Set #356 - Moor of Icirrus Grass/Cave (rate=12) - Larvesta Lv54, Cyndaquil Lv54, Nidorina Lv55, Gothita Lv55, Ludicolo Lv55, Staraptor Lv56, Munchlax Lv56, Snubbull Lv56, Zweilous Lv57, Chimchar Lv57, Corsola Lv57, Timburr Lv57
Set #357 - Moor of Icirrus Surfing (rate=10) - Electrode Lvs 45-60, Rampardos Lvs 45-60, Qwilfish Lv60, Absol Lv60, Rapidash Lv60
Set #358 - Moor of Icirrus Surfing Spots (rate=1) - Dewgong Lvs 45-60, Piloswine Lvs 45-60, Huntail Lv60, Drapion Lv60, Unfezant Lv60
Set #359 - Moor of Icirrus Fishing (rate=50) - Corphish Lvs 45-60, Gigalith Lvs 45-60, Wingull Lv60, Spheal Lv60, Venonat Lv60
Set #360 - Moor of Icirrus Fishing Spots (rate=1) - Poliwag Lvs 45-60, Golduck Lvs 45-60, Sawk Lv60, Kabutops Lv60, Durant Lv60
Set #361 - Route 9 Grass/Cave (rate=1) - Swadloon Lv37, Gothita Lv37, Amoonguss Lv38, Gastly Lv39, Staravia Lv38, Sealeo Lv40, Bulbasaur Lv40, Politoed Lv40, Dunsparce Lv39, Audino Lv40, Gurdurr Lv39, Lopunny Lv40
Set #362 - Route 9 Doubles Grass (rate=3) - Delcatty Lv41, Slowpoke Lv41, Claydol Lv42, Tynamo Lv43, Goldeen Lv42, Medicham Lv44, Skiploom Lv44, Scyther Lv44, Ledian Lv43, Huntail Lv44, Lampent Lv43, Seaking Lv44
Set #363 - Route 9 Shaking Spots (rate=1) - Mothim Lv37, Pidgeot Lv37, Gligar Lv38, Dusclops Lv38, Kingler Lv39, Dodrio Lv39, Heatmor Lv40, Dewgong Lv40, Golem Lv40, Escavalier Lv40, Beartic Lv40, Nidoqueen Lv40
Set #364 - Route 11 Grass/Cave (rate=1) - Barboach Lv36, Gliscor Lv36, Minun Lv37, Zigzagoon Lv36, Weezing Lv38, Lunatone Lv38, Torkoal Lv37, Munna Lv36, Gothorita Lv39, Carvanha Lv39, Carnivine Lv39, Glameow Lv39
Set #365 - Route 11 Doubles Grass (rate=3) - Yamask Lv40, Maractus Lv40, Amoonguss Lv41, Nidoran♂ Lv40, Heatmor Lv42, Banette Lv42, Nidoqueen Lv41, Foongus Lv40, Minun Lv43, Gulpin Lv43, Golbat Lv43, Gible Lv43
Set #366 - Route 11 Shaking Spots (rate=1) - Prinplup Lv36, Swalot Lv36, Roselia Lv37, Ludicolo Lv37, Swoobat Lv38, Archen Lv38, Solrock Lv39, Shiftry Lv39, Simisear Lv39, Dusclops Lv39, Mantine Lv39, Audino Lv39
Set #367 - Route 11 Surfing (rate=10) - Unfezant Lvs 25-40, Cacnea Lvs 25-40, Fearow Lvs 30-40, Electrode Lvs 30-40, Swalot Lvs 30-40
